Applicant_Gender,Owned_Car,Owned_Realty,Total_Children,Total_Income,Income_Type,Education_Type,Family_Status,Housing_Type,Owned_Mobile_Phone,Owned_Work_Phone,Owned_Phone,Owned_Email,Job_Title,Total_Family_Members,Applicant_Age,Years_of_Working,Total_Bad_Debt,Total_Good_Debt,Status
F,0,1,1,270000,"Working ","Higher education    ","Married ","House / apartment   ",1,1,1,0,Managers,3,38,8,0,24,1
F,0,1,1,270000,"Working ","Higher education    ","Married ","House / apartment   ",1,1,1,0,Managers,3,38,8,0,24,1
F,0,1,1,270000,"Working ","Higher education    ","Married ","House / apartment   ",1,1,1,0,Managers,3,38,8,0,12,1
F,0,1,1,270000,"Working ","Higher education    ","Married ","House / apartment   ",1,1,1,0,Managers,3,38,8,0,5,1
F,0,1,0,247500,Commercial associate,"Higher education    ",Single / not married,"House / apartment   ",1,1,1,0,Laborers,1,38,11,0,21,1
F,0,1,0,247500,Commercial associate,"Higher education    ",Single / not married,"House / apartment   ",1,1,1,0,Laborers,1,38,11,0,23,1
F,0,1,0,247500,Commercial associate,"Higher education    ",Single / not married,"House / apartment   ",1,1,1,0,Laborers,1,38,11,0,14,1
F,0,1,0,247500,Commercial associate,"Higher education    ",Single / not married,"House / apartment   ",1,1,1,0,Laborers,1,38,11,0,9,1
F,0,1,0,247500,Commercial associate,"Higher education    ",Single / not married,"House / apartment   ",1,1,1,0,Laborers,1,38,11,0,22,1
F,0,1,0,247500,Commercial associate,"Higher education    ",Single / not married,"House / apartment   ",1,1,1,0,Laborers,1,38,11,0,53,1
F,0,1,0,247500,Commercial associate,"Higher education    ",Single / not married,"House / apartment   ",1,1,1,0,Laborers,1,38,11,0,41,1
F,0,1,0,247500,Commercial associate,"Higher education    ",Single / not married,"House / apartment   ",1,1,1,0,Laborers,1,38,11,0,34,1
F,0,1,1,135000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,3,30,3,1,14,1
F,0,1,1,135000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,3,30,3,1,18,1
F,0,1,1,135000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,3,30,3,0,5,1
F,0,1,1,135000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,3,30,3,1,10,1
F,0,1,0,126000,Commercial associate,"Higher education    ","Separated     ","House / apartment   ",1,0,0,0,Managers,1,45,9,0,49,1
F,0,1,0,126000,Commercial associate,"Higher education    ","Separated     ","House / apartment   ",1,0,0,0,Managers,1,45,9,1,12,1
F,0,1,0,126000,Commercial associate,"Higher education    ","Separated     ","House / apartment   ",1,0,0,0,Managers,1,45,9,0,5,1
F,0,1,0,126000,Commercial associate,"Higher education    ","Separated     ","House / apartment   ",1,0,0,0,Managers,1,45,9,0,31,1
M,0,1,0,180000,Commercial associate,"Higher education    ","Separated     ","House / apartment   ",1,0,0,0,"Core staff    ",1,29,1,0,50,1
M,0,1,0,180000,Commercial associate,"Higher education    ","Separated     ","House / apartment   ",1,0,0,0,"Core staff    ",1,29,1,0,51,1
M,0,1,0,180000,Commercial associate,"Higher education    ","Separated     ","House / apartment   ",1,0,0,0,"Core staff    ",1,29,1,0,1,1
M,0,1,0,180000,Commercial associate,"Higher education    ","Separated     ","House / apartment   ",1,0,0,0,"Core staff    ",1,29,1,0,1,1
F,1,1,1,202500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,3,46,7,0,3,1
F,1,1,1,202500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,3,46,7,0,12,1
F,1,1,1,202500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,3,46,7,0,18,1
M,1,1,1,225000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"High skill tech staff     ",3,35,6,0,9,1
M,1,1,1,225000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"High skill tech staff     ",3,35,6,0,9,1
M,0,0,1,216000,Commercial associate,"Higher education    ","Separated     ","House / apartment   ",1,0,0,0,Laborers,2,30,4,0,47,1
M,0,0,1,216000,Commercial associate,"Higher education    ","Separated     ","House / apartment   ",1,0,0,0,Laborers,2,30,4,1,8,1
M,0,0,1,216000,Commercial associate,"Higher education    ","Separated     ","House / apartment   ",1,0,0,0,Laborers,2,30,4,0,33,1
M,0,0,1,216000,Commercial associate,"Higher education    ","Separated     ","House / apartment   ",1,0,0,0,Laborers,2,30,4,0,14,1
M,0,0,1,216000,Commercial associate,"Higher education    ","Separated     ","House / apartment   ",1,0,0,0,Laborers,2,30,4,0,8,1
M,1,0,0,292500,"Working ","Higher education    ",Single / not married,"House / apartment   ",1,0,0,0,"Drivers ",1,29,1,1,44,1
M,1,0,0,292500,"Working ","Higher education    ",Single / not married,"House / apartment   ",1,0,0,0,"Drivers ",1,29,1,0,7,1
M,0,0,0,225000,Commercial associate,"Incomplete higher   ",Single / not married,"House / apartment   ",1,0,0,0,"Drivers ",1,26,3,0,14,1
M,0,0,0,225000,Commercial associate,"Incomplete higher   ",Single / not married,"House / apartment   ",1,0,0,0,"Drivers ",1,26,3,0,15,1
M,1,1,0,202500,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,2,41,8,0,37,1
M,1,1,0,202500,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,2,41,8,0,45,1
M,1,1,0,202500,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,2,41,8,0,45,1
M,1,1,0,202500,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,2,41,8,0,16,1
F,1,0,2,405000,Commercial associate,"Higher education    ","Separated     ","House / apartment   ",1,0,0,0,"Core staff    ",3,39,6,0,14,1
F,1,0,0,270000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,1,0,Medicine staff,2,55,4,0,19,1
F,1,0,0,270000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,1,0,Medicine staff,2,55,4,0,33,1
F,1,0,0,270000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,1,0,Medicine staff,2,55,4,0,25,1
F,1,0,0,270000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,1,0,Medicine staff,2,55,4,0,52,1
F,1,0,0,270000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,1,0,Medicine staff,2,55,4,0,16,1
F,0,0,0,450000,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,1,0,"Sales staff   ",2,38,6,0,10,1
F,0,0,0,450000,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,1,0,"Sales staff   ",2,38,6,1,44,1
F,0,0,0,450000,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,1,0,"Sales staff   ",2,38,6,0,14,1
M,0,1,1,180000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,3,26,4,0,15,1
M,0,1,1,180000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,3,26,4,0,12,1
M,0,1,1,180000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,3,26,4,0,15,1
M,0,1,1,180000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,3,26,4,0,7,1
M,0,1,1,180000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,3,26,4,0,15,1
M,0,1,1,180000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,3,26,4,0,12,1
M,0,1,1,180000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,3,26,4,0,14,1
F,1,0,0,292500,"State servant ","Higher education    ",Civil marriage,"House / apartment   ",1,0,0,0,"High skill tech staff     ",2,29,5,0,17,1
F,1,0,0,292500,"State servant ","Higher education    ",Civil marriage,"House / apartment   ",1,0,0,0,"High skill tech staff     ",2,29,5,0,12,1
M,1,0,0,225000,Commercial associate,"Higher education    ",Civil marriage,"House / apartment   ",1,0,0,1,Managers,2,37,1,0,43,1
M,1,0,0,225000,Commercial associate,"Higher education    ",Civil marriage,"House / apartment   ",1,0,0,1,Managers,2,37,1,0,24,1
F,1,0,0,202500,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Accountants   ",2,26,1,0,10,1
F,1,0,0,202500,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Accountants   ",2,26,1,0,9,1
F,1,0,0,202500,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Accountants   ",2,26,1,0,9,1
F,1,0,0,202500,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,"Accountants   ",2,26,1,0,6,1
M,1,1,1,427500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,0,"Drivers ",3,33,7,0,3,1
M,1,1,1,427500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,1,0,"Drivers ",3,33,7,0,3,1
F,0,1,0,67500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,2,38,3,0,26,1
F,0,1,0,67500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,2,38,3,0,42,1
F,0,1,0,67500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,2,38,3,0,12,1
F,0,0,1,270000,"Working ","Secondary / secondary special   ","Separated     ","House / apartment   ",1,0,0,0,"Core staff    ",2,46,3,0,55,1
F,0,0,1,270000,"Working ","Secondary / secondary special   ","Separated     ","House / apartment   ",1,0,0,0,"Core staff    ",2,46,3,0,5,1
F,0,0,1,270000,"Working ","Secondary / secondary special   ","Separated     ","House / apartment   ",1,0,0,0,"Core staff    ",2,46,3,0,33,1
F,0,0,1,270000,"Working ","Secondary / secondary special   ","Separated     ","House / apartment   ",1,0,0,0,"Core staff    ",2,46,3,0,58,1
F,0,0,1,270000,"Working ","Secondary / secondary special   ","Separated     ","House / apartment   ",1,0,0,0,"Core staff    ",2,46,3,0,61,1
F,0,0,1,270000,"Working ","Secondary / secondary special   ","Separated     ","House / apartment   ",1,0,0,0,"Core staff    ",2,46,3,0,60,1
F,1,1,2,315000,Commercial associate,"Higher education    ","Married ","With parents  ",1,0,0,0,Managers,4,35,4,3,10,1
F,1,1,2,315000,Commercial associate,"Higher education    ","Married ","With parents  ",1,0,0,0,Managers,4,35,4,0,32,1
F,1,1,2,315000,Commercial associate,"Higher education    ","Married ","With parents  ",1,0,0,0,Managers,4,35,4,0,46,1
F,1,1,2,315000,Commercial associate,"Higher education    ","Married ","With parents  ",1,0,0,0,Managers,4,35,4,0,32,1
F,1,1,2,315000,Commercial associate,"Higher education    ","Married ","With parents  ",1,0,0,0,Managers,4,35,4,0,21,1
F,1,1,2,315000,Commercial associate,"Higher education    ","Married ","With parents  ",1,0,0,0,Managers,4,35,4,0,22,1
F,1,1,2,315000,Commercial associate,"Higher education    ","Married ","With parents  ",1,0,0,0,Managers,4,35,4,0,2,1
F,1,1,2,315000,Commercial associate,"Higher education    ","Married ","With parents  ",1,0,0,0,Managers,4,35,4,0,18,1
F,1,1,2,315000,Commercial associate,"Higher education    ","Married ","With parents  ",1,0,0,0,Managers,4,35,4,0,32,1
F,1,1,2,315000,Commercial associate,"Higher education    ","Married ","With parents  ",1,0,0,0,Managers,4,35,4,0,1,1
F,1,1,2,315000,Commercial associate,"Higher education    ","Married ","With parents  ",1,0,0,0,Managers,4,35,4,0,1,1
F,1,1,2,315000,Commercial associate,"Higher education    ","Married ","With parents  ",1,0,0,0,Managers,4,35,4,0,13,1
F,1,1,2,315000,Commercial associate,"Higher education    ","Married ","With parents  ",1,0,0,0,Managers,4,35,4,0,21,1
F,1,1,2,315000,Commercial associate,"Higher education    ","Married ","With parents  ",1,0,0,0,Managers,4,35,4,0,13,1
F,1,1,1,315000,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,3,46,9,0,19,1
F,1,1,1,315000,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,3,46,9,0,25,1
F,1,1,1,315000,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,3,46,9,0,19,1
F,1,1,1,315000,Commercial associate,"Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,3,46,9,2,37,1
M,1,0,1,157500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Drivers ",3,27,1,0,27,1
M,1,0,1,157500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Drivers ",3,27,1,0,33,1
M,1,0,1,157500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Drivers ",3,27,1,0,13,1
M,1,0,1,157500,"Working ","Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,"Drivers ",3,27,1,0,52,1
F,0,0,0,90000,Commercial associate,"Secondary / secondary special   ",Single / not married,"Municipal apartment ",1,0,0,0,"High skill tech staff     ",1,24,2,1,19,1
F,0,1,2,292500,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,4,34,5,0,17,1
M,1,1,0,315000,Commercial associate,"Secondary / secondary special   ","Married ","Rented apartment    ",1,0,0,0,"Drivers ",2,47,6,0,29,1
M,1,1,0,315000,Commercial associate,"Secondary / secondary special   ","Married ","Rented apartment    ",1,0,0,0,"Drivers ",2,47,6,0,34,1
M,1,1,0,315000,Commercial associate,"Secondary / secondary special   ","Married ","Rented apartment    ",1,0,0,0,"Drivers ",2,47,6,0,4,1
M,1,1,0,315000,Commercial associate,"Secondary / secondary special   ","Married ","Rented apartment    ",1,0,0,0,"Drivers ",2,47,6,0,21,1
M,1,1,0,315000,Commercial associate,"Secondary / secondary special   ","Married ","Rented apartment    ",1,0,0,0,"Drivers ",2,47,6,0,4,1
M,1,1,0,315000,Commercial associate,"Secondary / secondary special   ","Married ","Rented apartment    ",1,0,0,0,"Drivers ",2,47,6,0,30,1
M,1,1,0,315000,Commercial associate,"Secondary / secondary special   ","Married ","Rented apartment    ",1,0,0,0,"Drivers ",2,47,6,0,57,1
M,1,1,0,315000,Commercial associate,"Secondary / secondary special   ","Married ","Rented apartment    ",1,0,0,0,"Drivers ",2,47,6,0,21,1
M,1,1,0,315000,Commercial associate,"Secondary / secondary special   ","Married ","Rented apartment    ",1,0,0,0,"Drivers ",2,47,6,0,20,1
M,1,1,0,315000,Commercial associate,"Secondary / secondary special   ","Married ","Rented apartment    ",1,0,0,0,"Drivers ",2,47,6,0,4,1
M,1,1,0,315000,Commercial associate,"Secondary / secondary special   ","Married ","Rented apartment    ",1,0,0,0,"Drivers ",2,47,6,0,16,1
M,0,0,0,247500,"State servant ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Laborers,1,42,7,0,17,1
M,0,0,0,247500,"Pensioner     ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Laborers,1,42,7,1,30,1
M,0,0,0,247500,"State servant ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Laborers,1,42,7,0,12,1
M,0,0,0,247500,"State servant ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Laborers,1,42,7,0,10,1
M,0,0,0,247500,"State servant ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Laborers,1,42,7,0,31,1
M,0,0,0,247500,"State servant ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Laborers,1,42,7,0,9,1
M,0,0,0,247500,"State servant ","Secondary / secondary special   ",Single / not married,"House / apartment   ",1,0,0,0,Laborers,1,42,7,1,8,1
F,1,0,1,387000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,3,37,8,0,16,1
F,1,0,1,387000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,3,37,8,0,6,1
F,1,0,1,387000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,3,37,8,0,23,1
F,1,0,1,387000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,3,37,8,0,16,1
F,1,0,1,387000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,3,37,8,0,11,1
F,1,0,1,387000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,3,37,8,0,23,1
F,1,0,1,387000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,3,37,8,0,29,1
F,1,0,1,387000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,3,37,8,0,29,1
F,1,0,1,387000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,3,37,8,0,32,1
F,1,0,1,387000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,3,37,8,0,47,1
F,1,0,1,387000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,3,37,8,0,17,1
F,1,0,1,387000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,3,37,8,0,6,1
F,1,0,1,387000,"Working ","Higher education    ","Married ","House / apartment   ",1,0,0,0,Managers,3,37,8,0,6,1
M,0,1,1,270000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,3,43,13,0,13,1
M,0,1,1,270000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,3,43,13,0,60,1
M,0,1,1,270000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,3,43,13,0,12,1
M,0,1,1,270000,Commercial associate,"Secondary / secondary special   ","Married ","House / apartment   ",1,0,0,0,Laborers,3,43,13,0,4,1
M,1,0,1,90000,"Working ","Secondary / secondary special   ","Married ","With parents  ",1,0,0,0,Laborers,3,25,3,0,2,1
M,1,0,1,90000,"Working ","Secondary / secondary special   ","Married ","With parents  ",1,0,0,0,Laborers,3,25,3,0,3,1
M,1,0,1,90000,"Working ","Secondary / secondary special   ","Married ","With parents  ",1,0,0,0,Laborers,3,25,3,0,4,1
